Collocation	Score (raw_freq)
('frauen', 'ihrem', 'partner', 'getötet')	1.844307268968239e-05
('fälle', 'häuslicher', 'gewalt', 'haben')	1.844307268968239e-05
('fälle', 'vergleich', 'juni', 'verzeichnet')	1.844307268968239e-05
('häusliche', 'gewalt', 'ist', 'keine')	1.844307268968239e-05
('häuslicher', 'gewalt', 'betroffene', 'frauen')	1.844307268968239e-05
('internationalen', 'gewalt', 'frauen', 'november')	1.844307268968239e-05
('menschen', 'opfer', 'häuslicher', 'gewalt')	1.844307268968239e-05
('polizeieinsätze', 'wegen', 'häuslicher', 'gewalt')	1.844307268968239e-05
('schutz', 'opfer', 'häuslicher', 'gewalt')	1.844307268968239e-05
('wegen', 'häuslicher', 'gewalt', 'festgenommen')	1.844307268968239e-05
('wegen', 'häuslicher', 'gewalt', 'gericht')	1.844307268968239e-05
('wegen', 'häuslicher', 'gewalt', 'ist')	1.844307268968239e-05
('wegen', 'häuslicher', 'gewalt', 'sind')	1.844307268968239e-05
('ansprechpartner', 'jedes', 'opfer', 'gewalt')	1.6598765420714152e-05
('anstieg', 'gewalttaten', 'hause', 'gekommen')	1.6598765420714152e-05
('anstieg', 'prozent', 'fälle', 'vergleich')	1.6598765420714152e-05
('besetzt', 'landeskriminalamt', 'kriminalprävention', 'bietet')	1.6598765420714152e-05
('büro', 'gleichstellung', 'frau', 'mann')	1.6598765420714152e-05
('deutlichen', 'anstieg', 'gewalttaten', 'hause')	1.6598765420714152e-05
('frau', 'ihrem', 'partner', 'getötet')	1.6598765420714152e-05
('frauen', 'gewalt', 'betroffen', 'sind')	1.6598765420714152e-05
('frauen', 'helfen', 'frauen', 'stormarn')	1.6598765420714152e-05
('frauen', 'kinder', 'opfer', 'häuslicher')	1.6598765420714152e-05
('frauenhäuser', 'sind', 'besetzt', 'landeskriminalamt')	1.6598765420714152e-05
('fälle', 'häuslicher', 'gewalt', 'polizei')	1.6598765420714152e-05
('gewöhnliche', 'geschichte', 'häuslicher', 'gewalt')	1.6598765420714152e-05
('häufiger', 'opfer', 'häuslicher', 'gewalt')	1.6598765420714152e-05
('häusliche', 'gewalt', 'aufmerksam', 'machen')	1.6598765420714152e-05
('häuslicher', 'gewalt', 'eingestellt', 'werden')	1.6598765420714152e-05
('ihren', 'aktuellen', 'früheren', 'partner')	1.6598765420714152e-05
('kinder', 'opfer', 'häuslicher', 'gewalt')	1.6598765420714152e-05
('opfer', 'häuslicher', 'gewalt', 'männer')	1.6598765420714152e-05
('prozent', 'fälle', 'vergleich', 'juni')	1.6598765420714152e-05
('prügel', 'gewöhnliche', 'geschichte', 'häuslicher')	1.6598765420714152e-05
('registrierten', 'fälle', 'häuslicher', 'gewalt')	1.6598765420714152e-05
('runden', 'tisches', 'häusliche', 'gewalt')	1.6598765420714152e-05
('sind', 'besetzt', 'landeskriminalamt', 'kriminalprävention')	1.6598765420714152e-05
('sollen', 'opfer', 'häuslicher', 'gewalt')	1.6598765420714152e-05
('suchstichwörter', 'text', 'folgenden', 'informationen')	1.6598765420714152e-05
('text', 'folgenden', 'informationen', 'sind')	1.6598765420714152e-05
('vereins', 'wiener', 'frauenhäuser', 'sind')	1.6598765420714152e-05
('wegen', 'häuslicher', 'gewalt', 'angezeigt')	1.6598765420714152e-05
('wegen', 'häuslicher', 'gewalt', 'aufgefallen')	1.6598765420714152e-05
('wegen', 'häuslicher', 'gewalt', 'verhaftet')	1.6598765420714152e-05
('wiener', 'frauenhäuser', 'sind', 'besetzt')	1.6598765420714152e-05
('anstieg', 'fällen', 'häuslicher', 'gewalt')	1.4754458151745913e-05
('beratungsstelle', 'frauen', 'mädchen', 'bietet')	1.4754458151745913e-05
('betroffen', 'sind', 'erreichbar', 'frauennotruf')	1.4754458151745913e-05
('bundesministerium', 'familie', 'senioren', 'frauen')	1.4754458151745913e-05
('bundesweite', 'hilfetelefon', 'gewalt', 'frauen')	1.4754458151745913e-05
('deutschen', 'setzen', 'zeichen', 'gewalt')	1.4754458151745913e-05
('dollar', 'millionen', 'euro', 'schadenersatz')	1.4754458151745913e-05
('erreichbar', 'frauennotruf', 'vereins', 'wiener')	1.4754458151745913e-05
('frau', 'laufe', 'ihres', 'lebens')	1.4754458151745913e-05
('frau', 'opfer', 'häuslicher', 'gewalt')	1.4754458151745913e-05
('frauen', 'gibt', 'sozialen', 'schichten')	1.4754458151745913e-05
('frauen', 'ihren', 'kindern', 'schutz')	1.4754458151745913e-05
('frauen', 'mädchen', 'formen', 'häuslicher')	1.4754458151745913e-05
('frauen', 'wurden', 'ihrem', 'partner')	1.4754458151745913e-05
('frauennotruf', 'vereins', 'wiener', 'frauenhäuser')	1.4754458151745913e-05
('fälle', 'häuslicher', 'gewalt', 'frauen')	1.4754458151745913e-05
('fälle', 'häuslicher', 'gewalt', 'gab')	1.4754458151745913e-05
('fälle', 'häuslicher', 'gewalt', 'gemeldet')	1.4754458151745913e-05
('gewalt', 'engen', 'sozialen', 'beziehungen')	1.4754458151745913e-05
('gewalt', 'frauen', 'mädchen', 'formen')	1.4754458151745913e-05
('gewaltschutzambulanz', 'anstieg', 'prozent', 'fälle')	1.4754458151745913e-05
('gibt', 'sozialen', 'schichten', 'nationen')	1.4754458151745913e-05
('handy', 'haben', 'wollen', 'empfehlen')	1.4754458151745913e-05
('häusliche', 'gewalt', 'frauen', 'kinder')	1.4754458151745913e-05
('häuslicher', 'gewalt', 'frauen', 'kinder')	1.4754458151745913e-05
('häuslicher', 'gewalt', 'registriert', 'worden')	1.4754458151745913e-05
('höhepunkt', 'lockerungen', 'juni', 'habe')	1.4754458151745913e-05
('ihn', 'wegen', 'häuslicher', 'gewalt')	1.4754458151745913e-05
('internationale', 'beseitigung', 'gewalt', 'frauen')	1.4754458151745913e-05
('internationalen', 'tags', 'gewalt', 'frauen')	1.4754458151745913e-05
('ist', 'einschätzung', 'justiz', 'rechtsmedizin')	1.4754458151745913e-05
('ist', 'internationale', 'gewalt', 'frauen')	1.4754458151745913e-05
('leben', 'physischer', 'sexualisierter', 'gewalt')	1.4754458151745913e-05
('live', 'handy', 'haben', 'wollen')	1.4754458151745913e-05
('mann', 'seine', 'partnerin', 'töten')	1.4754458151745913e-05
('mindestens', 'opfer', 'körperlicher', 'sexueller')	1.4754458151745913e-05
('mädchen', 'formen', 'häuslicher', 'gewalt')	1.4754458151745913e-05
('opfer', 'häuslicher', 'gewalt', 'schützen')	1.4754458151745913e-05
('physischer', 'sexueller', 'psychischer', 'gewalt')	1.4754458151745913e-05
('prozent', 'opfer', 'waren', 'frauen')	1.4754458151745913e-05
('runde', 'tisch', 'häusliche', 'gewalt')	1.4754458151745913e-05
('schichten', 'nationen', 'familienverhältnissen', 'berufsgruppen')	1.4754458151745913e-05
('seine', 'ihm', 'getrennt', 'lebende')	1.4754458151745913e-05
('setzen', 'zeichen', 'gewalt', 'frauen')	1.4754458151745913e-05
('sexueller', 'gewalt', 'geworden', 'sind')	1.4754458151745913e-05
('sind', 'erreichbar', 'frauennotruf', 'vereins')	1.4754458151745913e-05
('sind', 'fälle', 'häuslicher', 'gewalt')	1.4754458151745913e-05
('sozialen', 'schichten', 'nationen', 'familienverhältnissen')	1.4754458151745913e-05
('strafverfahren', 'zusammenhang', 'häuslicher', 'gewalt')	1.4754458151745913e-05
('wegen', 'häuslicher', 'gewalt', 'spiele')	1.4754458151745913e-05
('zusammenhang', 'häuslicher', 'gewalt', 'eingestellt')	1.4754458151745913e-05
('abkommen', 'verhütung', 'bekämpfung', 'gewalt')	1.2910150882777674e-05
('aussender', 'informationen', 'unserem', 'redaktionsservice')	1.2910150882777674e-05
('einschätzung', 'justiz', 'rechtsmedizin', 'deutlichen')	1.2910150882777674e-05
('einstellung', 'verfahren', 'wegen', 'häuslicher')	1.2910150882777674e-05
('form', 'ist', 'jederzeit', 'personen')	1.2910150882777674e-05
('frau', 'mindestens', 'opfer', 'körperlicher')	1.2910150882777674e-05
('frauen', 'helfen', 'frauen', 'bergisch')	1.2910150882777674e-05
('frauen', 'häuslicher', 'gewalt', 'ist')	1.2910150882777674e-05
('frauen', 'mädchen', 'bietet', 'freitag')	1.2910150882777674e-05
('frauen', 'opfer', 'gewalt', 'geworden')	1.2910150882777674e-05
('frauen', 'opfer', 'gewalt', 'wurden')	1.2910150882777674e-05
('frauen', 'wegen', 'ihres', 'geschlechts')	1.2910150882777674e-05
('fälle', 'häuslicher', 'gewalt', 'erfasst')	1.2910150882777674e-05
('gewalt', 'ihren', 'aktuellen', 'früheren')	1.2910150882777674e-05
('gewalt', 'männern', 'frauen', 'gibt')	1.2910150882777674e-05
('heard', 'opfer', 'häuslicher', 'gewalt')	1.2910150882777674e-05
('hilfe', 'opfer', 'häuslicher', 'gewalt')	1.2910150882777674e-05
('häusliche', 'gewalt', 'gewalt', 'frauen')	1.2910150882777674e-05
('häusliche', 'gewalt', 'ist', 'thema')	1.2910150882777674e-05
('häuslicher', 'gewalt', 'geschützt', 'werden')	1.2910150882777674e-05
('häuslicher', 'gewalt', 'prozent', 'gestiegen')	1.2910150882777674e-05
('häuslicher', 'gewalt', 'spiele', 'gesperrt')	1.2910150882777674e-05
('ihrem', 'leben', 'opfer', 'körperlicher')	1.2910150882777674e-05
('ihrem', 'leben', 'physischer', 'sexualisierter')	1.2910150882777674e-05
('initiative', 'gewalt', 'frauen', 'big')	1.2910150882777674e-05
('interventionsstelle', 'opfer', 'häuslicher', 'gewalt')	1.2910150882777674e-05
('ist', 'übereinkommen', 'europarats', 'verhütung')	1.2910150882777674e-05
('jeweiligen', 'aussender', 'informationen', 'unserem')	1.2910150882777674e-05
('justiz', 'rechtsmedizin', 'deutlichen', 'anstieg')	1.2910150882777674e-05
('laufe', 'ihres', 'lebens', 'opfer')	1.2910150882777674e-05
('leben', 'opfer', 'häuslicher', 'gewalt')	1.2910150882777674e-05
('liegt', 'pressemitteilungen', 'pts', 'jeweiligen')	1.2910150882777674e-05
('meldungen', 'liegt', 'pressemitteilungen', 'pts')	1.2910150882777674e-05
('mindestens', 'ihrem', 'leben', 'gewalt')	1.2910150882777674e-05
('mindestens', 'ihrem', 'leben', 'physischer')	1.2910150882777674e-05
('männer', 'häuslicher', 'gewalt', 'betroffen')	1.2910150882777674e-05
('männern', 'frauen', 'gibt', 'sozialen')	1.2910150882777674e-05
('newsletter', 'können', 'kostenlos', 'bestellen')	1.2910150882777674e-05
('nicht', 'opfer', 'häuslicher', 'gewalt')	1.2910150882777674e-05
('notruf', 'wegen', 'häuslicher', 'gewalt')	1.2910150882777674e-05
('november', 'internationale', 'gewalt', 'frauen')	1.2910150882777674e-05
('opfer', 'häuslicher', 'gewalt', 'haben')	1.2910150882777674e-05
('opfer', 'häuslicher', 'gewalt', 'können')	1.2910150882777674e-05
('opfer', 'häuslicher', 'gewalt', 'nicht')	1.2910150882777674e-05
('opfer', 'häuslicher', 'gewalt', 'waren')	1.2910150882777674e-05
('pressemitteilung', 'sein', 'netzwerk', 'erhalten')	1.2910150882777674e-05
('pressemitteilungen', 'pts', 'jeweiligen', 'aussender')	1.2910150882777674e-05
('pts', 'jeweiligen', 'aussender', 'informationen')	1.2910150882777674e-05
('rechtsmedizin', 'deutlichen', 'anstieg', 'gewalttaten')	1.2910150882777674e-05
('redaktionelle', 'meldungen', 'liegt', 'pressemitteilungen')	1.2910150882777674e-05
('regeln', 'sistierung', 'einstellung', 'verfahren')	1.2910150882777674e-05
('sistierung', 'einstellung', 'verfahren', 'wegen')	1.2910150882777674e-05
('sollen', 'anordnen', 'können', 'stalker')	1.2910150882777674e-05
('sollen', 'strafverfahren', 'zusammenhang', 'häuslicher')	1.2910150882777674e-05
('sozialkontrolle', 'schule', 'freunde', 'verwandte')	1.2910150882777674e-05
('straftaten', 'bereich', 'häusliche', 'gewalt')	1.2910150882777674e-05
('straftaten', 'zusammenhang', 'häuslicher', 'gewalt')	1.2910150882777674e-05
('themen', 'trennung', 'scheidung', 'häusliche')	1.2910150882777674e-05
('ungeborenen', 'lebens', 'landesstiftung', 'familie')	1.2910150882777674e-05
('verantwortung', 'redaktionelle', 'meldungen', 'liegt')	1.2910150882777674e-05
('verbreitung', 'pressemitteilung', 'sein', 'netzwerk')	1.2910150882777674e-05
('wegen', 'häuslicher', 'gewalt', 'gerufen')	1.2910150882777674e-05
('wegen', 'häuslicher', 'gewalt', 'seine')	1.2910150882777674e-05
('wegen', 'vorwurfs', 'häuslicher', 'gewalt')	1.2910150882777674e-05
('wire', 'folgenden', 'informationen', 'sind')	1.2910150882777674e-05
('wurden', 'opfer', 'häuslicher', 'gewalt')	1.2910150882777674e-05
('zahlung', 'verbreitung', 'pressemitteilung', 'sein')	1.2910150882777674e-05
('zeichen', 'gewalt', 'frauen', 'setzen')	1.2910150882777674e-05
('zunahme', 'häuslicher', 'gewalt', 'gewarnt')	1.2910150882777674e-05
('zuvor', 'wegen', 'häuslicher', 'gewalt')	1.2910150882777674e-05
('abhängen', 'vielmehr', 'sollen', 'strafbehörden')	1.1065843613809435e-05
('anfang', 'juni', 'größtenteils', 'seite')	1.1065843613809435e-05
('aussagen', 'seines', 'heards', 'ruf')	1.1065843613809435e-05
('auswirkungen', 'ihren', 'bezirk', 'kostenlos')	1.1065843613809435e-05
('autorin', 'hinz', 'deutsche', 'fassung')	1.1065843613809435e-05
('begleitung', 'antragstellung', 'bundesstiftung', 'mutter')	1.1065843613809435e-05
('beratung', 'begleitung', 'antragstellung', 'bundesstiftung')	1.1065843613809435e-05
('beratungen', 'wegen', 'häuslicher', 'gewalt')	1.1065843613809435e-05
('beratungsstellen', 'opfer', 'häuslicher', 'gewalt')	1.1065843613809435e-05
('bereich', 'beziehungsgewalt', 'vergleich', 'vorjahreszeitraum')	1.1065843613809435e-05
('berichten', 'krise', 'auswirkungen', 'ihren')	1.1065843613809435e-05
('berliner', 'gewaltschutzambulanz', 'anstieg', 'prozent')	1.1065843613809435e-05
('bestimmt', 'kontakte', 'autorin', 'hinz')	1.1065843613809435e-05
('buch', 'prügel', 'gewöhnliche', 'geschichte')	1.1065843613809435e-05
('bundesländern', 'fälle', 'häuslicher', 'gewalt')	1.1065843613809435e-05
('bundesministeriums', 'familie', 'senioren', 'frauen')	1.1065843613809435e-05
('delikten', 'bereich', 'beziehungsgewalt', 'vergleich')	1.1065843613809435e-05
('depp', 'eingereichten', 'zivilklage', 'ging')	1.1065843613809435e-05
('deutlichen', 'anstieg', 'häuslicher', 'gewalt')	1.1065843613809435e-05
('dollar', 'aussagen', 'seines', 'heards')	1.1065843613809435e-05
('eidgenössische', 'büro', 'gleichstellung', 'frau')	1.1065843613809435e-05
('entscheidung', 'jury', 'millionen', 'dollar')	1.1065843613809435e-05
('formen', 'physischer', 'sexueller', 'psychischer')	1.1065843613809435e-05
('fortgeführt', 'soll', 'nicht', 'willensäusserung')	1.1065843613809435e-05
('frau', 'folgen', 'häuslicher', 'gewalt')	1.1065843613809435e-05
('frau', 'ihrem', 'leben', 'gewalt')	1.1065843613809435e-05
('frau', 'wegen', 'häuslicher', 'gewalt')	1.1065843613809435e-05
('frauen', 'gewalt', 'ehe', 'partnerschaft')	1.1065843613809435e-05
('frauen', 'gewalt', 'erlebt', 'haben')	1.1065843613809435e-05
('frauen', 'kinder', 'gewalt', 'schützen')	1.1065843613809435e-05
('freunde', 'verwandte', 'ärzte', 'betreuer')	1.1065843613809435e-05
('fälle', 'häuslicher', 'gewalt', 'waren')	1.1065843613809435e-05
('gekommen', 'höhepunkt', 'lockerungen', 'juni')	1.1065843613809435e-05
('gemeldeten', 'fälle', 'häuslicher', 'gewalt')	1.1065843613809435e-05
('gewalt', 'festgenommenen', 'linebacker', 'gesichert')	1.1065843613809435e-05
('gewalt', 'frauen', 'ist', 'keine')	1.1065843613809435e-05
('gewalttaten', 'hause', 'gekommen', 'höhepunkt')	1.1065843613809435e-05
('gleichstellung', 'frau', 'mann', 'ebg')	1.1065843613809435e-05
('habe', 'berliner', 'gewaltschutzambulanz', 'anstieg')	1.1065843613809435e-05
('hause', 'gekommen', 'höhepunkt', 'lockerungen')	1.1065843613809435e-05
('heards', 'ruf', 'geschädigt', 'haben')	1.1065843613809435e-05
('häusliche', 'gewalt', 'beraten', 'lassen')	1.1065843613809435e-05
('häuslicher', 'gewalt', 'aufmerksam', 'machen')	1.1065843613809435e-05
('häuslicher', 'gewalt', 'betroffenen', 'frauen')	1.1065843613809435e-05
('häuslicher', 'gewalt', 'festgenommenen', 'linebacker')	1.1065843613809435e-05
('häuslicher', 'gewalt', 'gemeinnütziger', 'arbeit')	1.1065843613809435e-05
('häuslicher', 'gewalt', 'gerufen', 'worden')	1.1065843613809435e-05
('häuslicher', 'gewalt', 'registriert', 'waren')	1.1065843613809435e-05
('häuslicher', 'gewalt', 'sind', 'frauen')	1.1065843613809435e-05
('häuslicher', 'gewalt', 'stalking', 'schützen')	1.1065843613809435e-05
('höhere', 'zahl', 'delikten', 'bereich')	1.1065843613809435e-05
('ihrem', 'kiez', 'unseren', 'berichten')	1.1065843613809435e-05
('ihrem', 'leben', 'gewalt', 'betroffen')	1.1065843613809435e-05
('ihrem', 'leben', 'körperliche', 'sexuelle')	1.1065843613809435e-05
('ihrem', 'leben', 'opfer', 'häuslicher')	1.1065843613809435e-05
('ihren', 'bezirk', 'kostenlos', 'kompakt')	1.1065843613809435e-05
('ist', 'ansprechpartner', 'jedes', 'opfer')	1.1065843613809435e-05
('januar', 'juni', 'höhere', 'zahl')	1.1065843613809435e-05
('jedes', 'opfer', 'häuslicher', 'gewalt')	1.1065843613809435e-05
('juni', 'größtenteils', 'seite', 'depp')	1.1065843613809435e-05
('juni', 'habe', 'berliner', 'gewaltschutzambulanz')	1.1065843613809435e-05
('juni', 'höhere', 'zahl', 'delikten')	1.1065843613809435e-05
('jury', 'anfang', 'juni', 'größtenteils')	1.1065843613809435e-05
('jury', 'millionen', 'dollar', 'aussagen')	1.1065843613809435e-05
('kern', 'depp', 'eingereichten', 'zivilklage')	1.1065843613809435e-05
('kiez', 'unseren', 'berichten', 'krise')	1.1065843613809435e-05
('kommentar', 'heard', 'opfer', 'häuslicher')	1.1065843613809435e-05
('kontakte', 'autorin', 'hinz', 'deutsche')	1.1065843613809435e-05
('konvention', 'verhütung', 'bekämpfung', 'gewalt')	1.1065843613809435e-05
('krise', 'auswirkungen', 'ihren', 'bezirk')	1.1065843613809435e-05
('körperlicher', 'gewalt', 'seine', 'gericht')	1.1065843613809435e-05
('körperlicher', 'sexueller', 'gewalt', 'ihren')	1.1065843613809435e-05
('leben', 'körperliche', 'sexuelle', 'gewalt')	1.1065843613809435e-05
('leiterin', 'hilfetelefons', 'gewalt', 'frauen')	1.1065843613809435e-05
('lockerungen', 'juni', 'habe', 'berliner')	1.1065843613809435e-05
('mal', 'wegen', 'häuslicher', 'gewalt')	1.1065843613809435e-05
('millionen', 'dollar', 'aussagen', 'seines')	1.1065843613809435e-05
('millionen', 'dollar', 'schadenersatz', 'zahlen')	1.1065843613809435e-05
('mitte', 'juni', 'erhöhte', 'nachfrage')	1.1065843613809435e-05
('monaten', 'januar', 'juni', 'höhere')	1.1065843613809435e-05
('nicht', 'willensäusserung', 'opfers', 'abhängen')	1.1065843613809435e-05
('november', 'dezember', 'internationalen', 'menschenrechte')	1.1065843613809435e-05
('november', 'internationalen', 'beseitigung', 'gewalt')	1.1065843613809435e-05
('november', 'internationalen', 'gewalt', 'frauen')	1.1065843613809435e-05
('nummer', 'kummer', 'kinder', 'jugendliche')	1.1065843613809435e-05
('opfer', 'häuslicher', 'gewalt', 'geschützt')	1.1065843613809435e-05
('opfer', 'häuslicher', 'gewalt', 'gibt')	1.1065843613809435e-05
('opfer', 'häuslicher', 'gewalt', 'partner')	1.1065843613809435e-05
('opfer', 'häuslicher', 'gewalt', 'sollen')	1.1065843613809435e-05
('opfer', 'häuslicher', 'gewalt', 'stalking')	1.1065843613809435e-05
('opfer', 'häuslicher', 'sexueller', 'gewalt')	1.1065843613809435e-05
('opfers', 'abhängen', 'vielmehr', 'sollen')	1.1065843613809435e-05
('plätze', 'frauen', 'plätze', 'kinder')	1.1065843613809435e-05
('polizei', 'ist', 'ansprechpartner', 'jedes')	1.1065843613809435e-05
('polizei', 'monaten', 'januar', 'juni')	1.1065843613809435e-05
('polizeieinsatz', 'wegen', 'häuslicher', 'gewalt')	1.1065843613809435e-05
('prozent', 'frauen', 'prozent', 'männer')	1.1065843613809435e-05
('psychosoziale', 'beratung', 'begleitung', 'antragstellung')	1.1065843613809435e-05
('rechnung', 'tragen', 'täter', 'opfer')	1.1065843613809435e-05
('rechtlichen', 'rahmen', 'schutz', 'frauen')	1.1065843613809435e-05
('ruf', 'geschädigt', 'haben', 'sollen')	1.1065843613809435e-05
('runden', 'tisch', 'gewalt', 'frauen')	1.1065843613809435e-05
('schuldet', 'entscheidung', 'jury', 'millionen')	1.1065843613809435e-05
