Collocation	Score (raw_freq)
('körperliche', 'sexuelle', 'gewalt')	4.610768172420598e-05
('schutz', 'frauen', 'gewalt')	4.610768172420598e-05
('sexualisierter', 'gewalt', 'betroffen')	4.610768172420598e-05
('zahlen', 'häuslicher', 'gewalt')	4.610768172420598e-05
('bekämpfung', 'häuslicher', 'gewalt')	4.426337445523774e-05
('bereich', 'häusliche', 'gewalt')	4.426337445523774e-05
('bestimmt', 'kontakte', 'autorin')	4.426337445523774e-05
('bereich', 'häuslichen', 'gewalt')	4.24190671862695e-05
('habe', 'seine', 'frau')	4.24190671862695e-05
('häusliche', 'gewalt', 'nicht')	4.24190671862695e-05
('opfer', 'gewalt', 'geworden')	4.24190671862695e-05
('tages', 'gewalt', 'frauen')	4.24190671862695e-05
('zahl', 'opfer', 'häuslicher')	4.24190671862695e-05
('häuslicher', 'gewalt', 'gegeben')	4.057475991730126e-05
('ist', 'keine', 'privatsache')	4.057475991730126e-05
('kampf', 'gewalt', 'frauen')	4.057475991730126e-05
('tisch', 'häusliche', 'gewalt')	4.057475991730126e-05
('autor', 'deutsche', 'fassung')	3.8730452648333024e-05
('bestimmt', 'kontakte', 'autor')	3.8730452648333024e-05
('gewalt', 'ist', 'keine')	3.8730452648333024e-05
('häuslicher', 'gewalt', 'führen')	3.8730452648333024e-05
('häuslicher', 'gewalt', 'schützen')	3.8730452648333024e-05
('jahre', 'alte', 'frau')	3.8730452648333024e-05
('kontakte', 'autor', 'deutsche')	3.8730452648333024e-05
('nicht', 'ernst', 'genommen')	3.8730452648333024e-05
('opfer', 'sexualisierter', 'gewalt')	3.8730452648333024e-05
('prozent', 'opfer', 'häuslicher')	3.8730452648333024e-05
('deutsche', 'fassung', 'enw')	3.688614537936478e-05
('deutsche', 'fassung', 'redaktion')	3.688614537936478e-05
('frau', 'ihrem', 'partner')	3.688614537936478e-05
('gewalt', 'ausgesetzt', 'sind')	3.688614537936478e-05
('häuslicher', 'gewalt', 'gewalt')	3.688614537936478e-05
('häuslicher', 'gewalt', 'waren')	3.688614537936478e-05
('ihrem', 'leben', 'gewalt')	3.688614537936478e-05
('opfer', 'körperlicher', 'sexueller')	3.688614537936478e-05
('polizei', 'wegen', 'häuslicher')	3.688614537936478e-05
('sozialdienst', 'katholischer', 'frauen')	3.688614537936478e-05
('vereins', 'frauen', 'helfen')	3.688614537936478e-05
('verfahren', 'wegen', 'häuslicher')	3.688614537936478e-05
('aber', 'ist', 'nicht')	3.5041838110396546e-05
('betroffene', 'frauen', 'kinder')	3.5041838110396546e-05
('fallzahlen', 'häuslicher', 'gewalt')	3.5041838110396546e-05
('frau', 'ihrem', 'leben')	3.5041838110396546e-05
('frauen', 'kinder', 'gewalt')	3.5041838110396546e-05
('häusliche', 'gewalt', 'gewalt')	3.5041838110396546e-05
('ist', 'wegen', 'häuslicher')	3.5041838110396546e-05
('kinder', 'häuslicher', 'gewalt')	3.5041838110396546e-05
('männer', 'opfer', 'häuslicher')	3.5041838110396546e-05
('umgang', 'häuslicher', 'gewalt')	3.5041838110396546e-05
('gewalt', 'aufmerksam', 'machen')	3.3197530841428304e-05
('internationalen', 'tages', 'gewalt')	3.3197530841428304e-05
('mann', 'seine', 'partnerin')	3.3197530841428304e-05
('nicht', 'häusliche', 'gewalt')	3.3197530841428304e-05
('opfer', 'gewalt', 'werden')	3.3197530841428304e-05
('seine', 'frau', 'geschlagen')	3.3197530841428304e-05
('senioren', 'frauen', 'jugend')	3.3197530841428304e-05
('straftaten', 'sexuelle', 'selbstbestimmung')	3.3197530841428304e-05
('zunahme', 'häuslichen', 'gewalt')	3.3197530841428304e-05
('anstieg', 'prozent', 'vergleich')	3.135322357246007e-05
('anzeige', 'wegen', 'häuslicher')	3.135322357246007e-05
('bereich', 'häuslicher', 'gewalt')	3.135322357246007e-05
('berliner', 'initiative', 'gewalt')	3.135322357246007e-05
('familie', 'senioren', 'frauen')	3.135322357246007e-05
('frauen', 'ihren', 'partnern')	3.135322357246007e-05
('gewalt', 'frauen', 'nicht')	3.135322357246007e-05
('häusliche', 'gewalt', 'männer')	3.135322357246007e-05
('häuslicher', 'gewalt', 'gerufen')	3.135322357246007e-05
('häuslicher', 'gewalt', 'gibt')	3.135322357246007e-05
('ihrem', 'leben', 'opfer')	3.135322357246007e-05
('internationalen', 'beseitigung', 'gewalt')	3.135322357246007e-05
('opfer', 'körperlicher', 'gewalt')	3.135322357246007e-05
('verein', 'frauen', 'frauen')	3.135322357246007e-05
('wegen', 'gefährlicher', 'körperverletzung')	3.135322357246007e-05
('werden', 'frauenmorde', 'stoppen')	3.135322357246007e-05
('erfahrungen', 'häuslicher', 'gewalt')	2.9508916303491825e-05
('frau', 'mindestens', 'ihrem')	2.9508916303491825e-05
('frauen', 'ihrem', 'partner')	2.9508916303491825e-05
('geschlagen', 'haben', 'soll')	2.9508916303491825e-05
('gewalt', 'betroffen', 'ist')	2.9508916303491825e-05
('häusliche', 'gewalt', 'erfahren')	2.9508916303491825e-05
('häuslicher', 'gewalt', 'aber')	2.9508916303491825e-05
('häuslicher', 'gewalt', 'ausgesetzt')	2.9508916303491825e-05
('häuslicher', 'gewalt', 'seien')	2.9508916303491825e-05
('ist', 'nicht', 'einfach')	2.9508916303491825e-05
('laufe', 'ihres', 'lebens')	2.9508916303491825e-05
('problem', 'häuslichen', 'gewalt')	2.9508916303491825e-05
('sexueller', 'gewalt', 'geworden')	2.9508916303491825e-05
('sind', 'frauen', 'kinder')	2.9508916303491825e-05
('sind', 'häusliche', 'gewalt')	2.9508916303491825e-05
('vereins', 'wiener', 'frauenhäuser')	2.9508916303491825e-05
('vergleich', 'vorjahr', 'prozent')	2.9508916303491825e-05
('anlässlich', 'internationalen', 'tages')	2.7664609034523586e-05
('bundesverband', 'frauenberatungsstellen', 'frauennotrufe')	2.7664609034523586e-05
('einsätze', 'wegen', 'häuslicher')	2.7664609034523586e-05
('formen', 'häuslicher', 'gewalt')	2.7664609034523586e-05
('frau', 'ihrem', 'mann')	2.7664609034523586e-05
('gewalt', 'geschützt', 'werden')	2.7664609034523586e-05
('helfen', 'frauen', 'filder')	2.7664609034523586e-05
('hilfe', 'häuslicher', 'gewalt')	2.7664609034523586e-05
('hilfetelefons', 'gewalt', 'frauen')	2.7664609034523586e-05
('häusliche', 'gewalt', 'geht')	2.7664609034523586e-05
('häuslicher', 'gewalt', 'ausrücken')	2.7664609034523586e-05
('häuslicher', 'gewalt', 'erfasst')	2.7664609034523586e-05
('häuslicher', 'gewalt', 'männer')	2.7664609034523586e-05
('häuslicher', 'sexueller', 'gewalt')	2.7664609034523586e-05
('initiative', 'gewalt', 'frauen')	2.7664609034523586e-05
('ist', 'häuslicher', 'gewalt')	2.7664609034523586e-05
('millionen', 'dollar', 'schadenersatz')	2.7664609034523586e-05
('männliche', 'opfer', 'häuslicher')	2.7664609034523586e-05
('opfer', 'sind', 'frauen')	2.7664609034523586e-05
('physischer', 'sexualisierter', 'gewalt')	2.7664609034523586e-05
('prozent', 'opfer', 'waren')	2.7664609034523586e-05
('umso', 'wichtiger', 'ist')	2.7664609034523586e-05
('vorwürfen', 'häuslicher', 'gewalt')	2.7664609034523586e-05
('zuhause', 'nicht', 'sicher')	2.7664609034523586e-05
('autorin', 'deutsche', 'fassung')	2.5820301765555347e-05
('fassung', 'redaktion', 'enw')	2.5820301765555347e-05
('frauen', 'gewalt', 'schützen')	2.5820301765555347e-05
('frauen', 'kinder', 'häuslicher')	2.5820301765555347e-05
('gemeinsam', 'gewalt', 'frauen')	2.5820301765555347e-05
('gesicht', 'geschlagen', 'haben')	2.5820301765555347e-05
('gewalt', 'frauen', 'aufmerksam')	2.5820301765555347e-05
('gewalt', 'frauen', 'donnerstag')	2.5820301765555347e-05
('gewalt', 'mädchen', 'frauen')	2.5820301765555347e-05
('häuslicher', 'gewalt', 'hilfe')	2.5820301765555347e-05
('jahre', 'alter', 'mann')	2.5820301765555347e-05
('jedes', 'opfer', 'gewalt')	2.5820301765555347e-05
('kontakte', 'autorin', 'deutsche')	2.5820301765555347e-05
('nicht', 'körperliche', 'gewalt')	2.5820301765555347e-05
('opfer', 'waren', 'frauen')	2.5820301765555347e-05
('personen', 'gewalt', 'wahrnehmen')	2.5820301765555347e-05
('seine', 'frau', 'ihn')	2.5820301765555347e-05
('werden', 'gewalt', 'frauen')	2.5820301765555347e-05
('werden', 'opfer', 'häuslicher')	2.5820301765555347e-05
('wurden', 'ihrem', 'partner')	2.5820301765555347e-05
('aktion', 'gewalt', 'kommt')	2.3975994496587108e-05
('anzeigen', 'häuslicher', 'gewalt')	2.3975994496587108e-05
('dollar', 'millionen', 'euro')	2.3975994496587108e-05
('frauen', 'kinder', 'opfer')	2.3975994496587108e-05
('fälle', 'gewalt', 'frauen')	2.3975994496587108e-05
('geholfen', 'werden', 'kann')	2.3975994496587108e-05
('gewalt', 'männern', 'frauen')	2.3975994496587108e-05
('gleichstellung', 'frau', 'mann')	2.3975994496587108e-05
('handgreiflich', 'geworden', 'sein')	2.3975994496587108e-05
('häusliche', 'gewalt', 'aufmerksam')	2.3975994496587108e-05
('häusliche', 'gewalt', 'erleben')	2.3975994496587108e-05
('häusliche', 'gewalt', 'gibt')	2.3975994496587108e-05
('häusliche', 'gewalt', 'kommt')	2.3975994496587108e-05
('häusliche', 'gewalt', 'nimmt')	2.3975994496587108e-05
('häuslicher', 'gewalt', 'angezeigt')	2.3975994496587108e-05
('ist', 'gewalt', 'frauen')	2.3975994496587108e-05
('keine', 'gewalt', 'frauen')	2.3975994496587108e-05
('millionen', 'dollar', 'millionen')	2.3975994496587108e-05
('opfer', 'gewalt', 'wurden')	2.3975994496587108e-05
('problem', 'häuslicher', 'gewalt')	2.3975994496587108e-05
('schutz', 'opfern', 'häuslicher')	2.3975994496587108e-05
('seine', 'damalige', 'freundin')	2.3975994496587108e-05
('zeugen', 'häuslicher', 'gewalt')	2.3975994496587108e-05
('anstieg', 'prozent', 'fälle')	2.213168722761887e-05
('aufgrund', 'ihres', 'geschlechts')	2.213168722761887e-05
('beratungsstelle', 'frauen', 'helfen')	2.213168722761887e-05
('betroffen', 'sind', 'erreichbar')	2.213168722761887e-05
('bietet', 'zusätzlich', 'beratungen')	2.213168722761887e-05
('bund', 'länder', 'kommunen')	2.213168722761887e-05
('dunkelziffer', 'häuslicher', 'gewalt')	2.213168722761887e-05
('fassung', 'enw', 'bda')	2.213168722761887e-05
('folgen', 'häuslicher', 'gewalt')	2.213168722761887e-05
('frau', 'ihren', 'partner')	2.213168722761887e-05
('frauen', 'männer', 'kinder')	2.213168722761887e-05
('gesetz', 'häusliche', 'gewalt')	2.213168722761887e-05
('gewalt', 'frauen', 'gibt')	2.213168722761887e-05
('gewalt', 'ist', 'nicht')	2.213168722761887e-05
('gewalt', 'prozent', 'fälle')	2.213168722761887e-05
('gewalt', 'wahrnehmen', 'gewalt')	2.213168722761887e-05
('haft', 'verurteilt', 'worden')	2.213168722761887e-05
('hilfe', 'anspruch', 'nehmen')	2.213168722761887e-05
('häuslicher', 'gewalt', 'doch')	2.213168722761887e-05
('häuslicher', 'gewalt', 'festgenommen')	2.213168722761887e-05
('häuslicher', 'gewalt', 'festgestellt')	2.213168722761887e-05
('häuslicher', 'gewalt', 'gab')	2.213168722761887e-05
('häuslicher', 'gewalt', 'seine')	2.213168722761887e-05
('ihren', 'aktuellen', 'früheren')	2.213168722761887e-05
('ist', 'aber', 'nicht')	2.213168722761887e-05
('ist', 'jederzeit', 'personen')	2.213168722761887e-05
('jederzeit', 'personen', 'gewalt')	2.213168722761887e-05
('kriminalprävention', 'bietet', 'zusätzlich')	2.213168722761887e-05
('landeskriminalamt', 'kriminalprävention', 'bietet')	2.213168722761887e-05
('nicht', 'aufgenommen', 'werden')	2.213168722761887e-05
('nicht', 'sicher', 'fühlen')	2.213168722761887e-05
('opfer', 'psychischer', 'gewalt')	2.213168722761887e-05
('physische', 'psychische', 'gewalt')	2.213168722761887e-05
('physischer', 'psychischer', 'gewalt')	2.213168722761887e-05
('plätze', 'frauen', 'kinder')	2.213168722761887e-05
('polizei', 'fälle', 'häuslicher')	2.213168722761887e-05
('runden', 'tisch', 'häusliche')	2.213168722761887e-05
('schutz', 'frauen', 'häuslicher')	2.213168722761887e-05
('sind', 'opfer', 'häuslicher')	2.213168722761887e-05
('wahrnehmen', 'gewalt', 'betroffen')	2.213168722761887e-05
('wurden', 'fälle', 'häuslicher')	2.213168722761887e-05
('zusätzlich', 'beratungen', 'hotline')	2.213168722761887e-05
('aktuellen', 'früheren', 'partner')	2.028737995865063e-05
('anstieg', 'fälle', 'häuslicher')	2.028737995865063e-05
('außenstelle', 'weißen', 'rings')	2.028737995865063e-05
('beratungsstelle', 'sexualisierte', 'gewalt')	2.028737995865063e-05
('besseren', 'schutz', 'frauen')	2.028737995865063e-05
('frauen', 'kinder', 'schutz')	2.028737995865063e-05
('frauen', 'sind', 'nicht')	2.028737995865063e-05
('frauen', 'wurden', 'ihrem')	2.028737995865063e-05
('geschichte', 'häuslicher', 'gewalt')	2.028737995865063e-05
('gewalt', 'bedroht', 'sind')	2.028737995865063e-05
('gewalt', 'frauen', 'bekämpfen')	2.028737995865063e-05
('gewalt', 'frauen', 'haben')	2.028737995865063e-05
('gewalt', 'frauen', 'sind')	2.028737995865063e-05
('gewalt', 'ihren', 'partner')	2.028737995865063e-05
('gewalt', 'spiele', 'gesperrt')	2.028737995865063e-05
('häusliche', 'gewalt', 'thema')	2.028737995865063e-05
('häuslicher', 'gewalt', 'frauenhaus')	2.028737995865063e-05
('häuslicher', 'gewalt', 'gemeldet')	2.028737995865063e-05
('häuslicher', 'gewalt', 'gericht')	2.028737995865063e-05
('ist', 'jahre', 'alt')	2.028737995865063e-05
('körperliche', 'psychische', 'gewalt')	2.028737995865063e-05
('menschen', 'häuslicher', 'gewalt')	2.028737995865063e-05
('opfern', 'sexueller', 'gewalt')	2.028737995865063e-05
('platz', 'frauen', 'kinder')	2.028737995865063e-05
('plus', 'prozent', 'opfer')	2.028737995865063e-05
('spiele', 'gesperrt', 'worden')	2.028737995865063e-05
('tödliche', 'gewalt', 'frauen')	2.028737995865063e-05
('verfügung', 'gestellt', 'werden')	2.028737995865063e-05
('werden', 'häusliche', 'gewalt')	2.028737995865063e-05
('ansprechpartner', 'jedes', 'opfer')	1.844307268968239e-05
('anstieg', 'gewalttaten', 'hause')	1.844307268968239e-05
('beratung', 'häuslicher', 'gewalt')	1.844307268968239e-05
('beratungsstelle', 'frauen', 'mädchen')	1.844307268968239e-05
('betroffen', 'sind', 'frauen')	1.844307268968239e-05
('eigene', 'zuhause', 'ist')	1.844307268968239e-05
('ernst', 'genommen', 'werden')	1.844307268968239e-05
('fachstelle', 'häusliche', 'gewalt')	1.844307268968239e-05
('frau', 'mindestens', 'opfer')	1.844307268968239e-05
('frauen', 'getötet', 'worden')	1.844307268968239e-05
('frauen', 'gewalt', 'betroffen')	1.844307268968239e-05
('frauen', 'ihrem', 'leben')	1.844307268968239e-05
('frauen', 'ihren', 'männern')	1.844307268968239e-05
('fälle', 'vergleich', 'juni')	1.844307268968239e-05
('gewalt', 'ehe', 'partnerschaft')	1.844307268968239e-05
('gewalt', 'familie', 'ist')	1.844307268968239e-05
('gewaltschutzambulanz', 'anstieg', 'prozent')	1.844307268968239e-05
('hilfsorganisation', 'weißer', 'ring')	1.844307268968239e-05
('häusliche', 'gewalt', 'bekämpfen')	1.844307268968239e-05
('häusliche', 'gewalt', 'fallen')	1.844307268968239e-05
('häusliche', 'gewalt', 'prozent')	1.844307268968239e-05
('häusliche', 'gewalt', 'sind')	1.844307268968239e-05
('häusliche', 'gewalt', 'zugenommen')	1.844307268968239e-05
('häuslicher', 'gewalt', 'aufgefallen')	1.844307268968239e-05
('häuslicher', 'gewalt', 'eingestellt')	1.844307268968239e-05
('häuslicher', 'gewalt', 'geht')	1.844307268968239e-05
('häuslicher', 'gewalt', 'leiden')	1.844307268968239e-05
('häuslicher', 'gewalt', 'opfer')	1.844307268968239e-05
('häuslicher', 'gewalt', 'stalking')	1.844307268968239e-05
('höhepunkt', 'lockerungen', 'juni')	1.844307268968239e-05
('ihrem', 'partner', 'geschlagen')	1.844307268968239e-05
('informationsstelle', 'autonomer', 'frauenhäuser')	1.844307268968239e-05
('insgesamt', 'millionen', 'euro')	1.844307268968239e-05
('kampagne', 'häusliche', 'gewalt')	1.844307268968239e-05
('laut', 'polizeilicher', 'kriminalstatistik')	1.844307268968239e-05
('menschen', 'opfer', 'häuslicher')	1.844307268968239e-05
('männer', 'häusliche', 'gewalt')	1.844307268968239e-05
('polizeieinsätze', 'wegen', 'häuslicher')	1.844307268968239e-05
('prozent', 'fälle', 'vergleich')	1.844307268968239e-05
('prozent', 'opfer', 'sind')	1.844307268968239e-05
('psychische', 'physische', 'gewalt')	1.844307268968239e-05
('schutz', 'frauen', 'kindern')	1.844307268968239e-05
('schutz', 'frauen', 'mädchen')	1.844307268968239e-05
('schutz', 'opfer', 'häuslicher')	1.844307268968239e-05
('seine', 'frau', 'habe')	1.844307268968239e-05
('sexueller', 'häuslicher', 'gewalt')	1.844307268968239e-05
('tags', 'gewalt', 'frauen')	1.844307268968239e-05
('ums', 'leben', 'gekommen')	1.844307268968239e-05
('vergewaltigt', 'worden', 'sein')	1.844307268968239e-05
('vergleich', 'juni', 'verzeichnet')	1.844307268968239e-05
('verhindert', 'werden', 'können')	1.844307268968239e-05
('vorwürfe', 'häuslichen', 'gewalt')	1.844307268968239e-05
('werden', 'frauen', 'opfer')	1.844307268968239e-05
('aber', 'häusliche', 'gewalt')	1.6598765420714152e-05
('aufgenommen', 'werden', 'können')	1.6598765420714152e-05
('aufgrund', 'häuslicher', 'gewalt')	1.6598765420714152e-05
('autonome', 'österreichische', 'frauenhäuser')	1.6598765420714152e-05
('beratungsstellen', 'häusliche', 'gewalt')	1.6598765420714152e-05
('besetzt', 'landeskriminalamt', 'kriminalprävention')	1.6598765420714152e-05
('büro', 'gleichstellung', 'frau')	1.6598765420714152e-05
('delikte', 'häuslicher', 'gewalt')	1.6598765420714152e-05
('depp', 'millionen', 'dollar')	1.6598765420714152e-05
('deutlichen', 'anstieg', 'gewalttaten')	1.6598765420714152e-05
('frau', 'häusliche', 'gewalt')	1.6598765420714152e-05
('frauen', 'gewalt', 'erfahren')	1.6598765420714152e-05
('frauen', 'hilfe', 'suchen')	1.6598765420714152e-05
('frauen', 'kinder', 'ist')	1.6598765420714152e-05
('frauen', 'kinder', 'nicht')	1.6598765420714152e-05
('frauen', 'kinder', 'sind')	1.6598765420714152e-05
('frauen', 'mädchen', 'bietet')	1.6598765420714152e-05
('frauen', 'mädchen', 'gewalt')	1.6598765420714152e-05
('frauen', 'prozent', 'männer')	1.6598765420714152e-05
('frauenhäuser', 'sind', 'besetzt')	1.6598765420714152e-05
('geht', 'häusliche', 'gewalt')	1.6598765420714152e-05
('gewalt', 'betroffene', 'männer')	1.6598765420714152e-05
('gewalt', 'eingestellt', 'werden')	1.6598765420714152e-05
('gewalt', 'frauen', 'setzen')	1.6598765420714152e-05
('gewalt', 'geworden', 'sein')	1.6598765420714152e-05
('gewalt', 'häusliche', 'gewalt')	1.6598765420714152e-05
('gewalttaten', 'hause', 'gekommen')	1.6598765420714152e-05
('gewöhnliche', 'geschichte', 'häuslicher')	1.6598765420714152e-05
('haben', 'häusliche', 'gewalt')	1.6598765420714152e-05
('helfen', 'frauen', 'stormarn')	1.6598765420714152e-05
('häufiger', 'opfer', 'häuslicher')	1.6598765420714152e-05
('häusliche', 'gewalt', 'aber')	1.6598765420714152e-05
('häusliche', 'gewalt', 'erlebt')	1.6598765420714152e-05
('häusliche', 'gewalt', 'pandemie')	1.6598765420714152e-05
('häuslicher', 'gewalt', 'aufmerksam')	1.6598765420714152e-05
('häuslicher', 'gewalt', 'fälle')	1.6598765420714152e-05
('häuslicher', 'gewalt', 'geführt')	1.6598765420714152e-05
('häuslicher', 'gewalt', 'gewarnt')	1.6598765420714152e-05
('häuslicher', 'gewalt', 'können')	1.6598765420714152e-05
('häuslicher', 'gewalt', 'schutz')	1.6598765420714152e-05
('häuslicher', 'gewalt', 'vergewaltigung')	1.6598765420714152e-05
('häuslicher', 'gewalt', 'verhaftet')	1.6598765420714152e-05
('häuslicher', 'gewalt', 'verzeichnet')	1.6598765420714152e-05
('häuslicher', 'gewalt', 'zahlen')	1.6598765420714152e-05
('ihm', 'getrennt', 'lebende')	1.6598765420714152e-05
('ihren', 'partner', 'getötet')	1.6598765420714152e-05
('ihres', 'lebens', 'opfer')	1.6598765420714152e-05
('interventionsstelle', 'häuslicher', 'gewalt')	1.6598765420714152e-05
('ist', 'wichtig', 'thema')	1.6598765420714152e-05
('kann', 'doch', 'nicht')	1.6598765420714152e-05
('kinder', 'jugendliche', 'eltern')	1.6598765420714152e-05
('kinder', 'opfer', 'häuslicher')	1.6598765420714152e-05
('körperlicher', 'psychischer', 'gewalt')	1.6598765420714152e-05
('liebe', 'ist', 'gewaltig')	1.6598765420714152e-05
('millionen', 'euro', 'verfügung')	1.6598765420714152e-05
('mindestens', 'opfer', 'körperlicher')	1.6598765420714152e-05
('montag', 'donnerstag', 'freitag')	1.6598765420714152e-05
('männer', 'häuslicher', 'gewalt')	1.6598765420714152e-05
('märz', 'mitte', 'mai')	1.6598765420714152e-05
('netzwerk', 'häusliche', 'gewalt')	1.6598765420714152e-05
('prozent', 'frauen', 'prozent')	1.6598765420714152e-05
('prävention', 'häuslicher', 'gewalt')	1.6598765420714152e-05
('prügel', 'gewöhnliche', 'geschichte')	1.6598765420714152e-05
('psychischer', 'physischer', 'gewalt')	1.6598765420714152e-05
('registrierten', 'fälle', 'häuslicher')	1.6598765420714152e-05
('runden', 'tisches', 'häusliche')	1.6598765420714152e-05
('schutz', 'gewalt', 'frauen')	1.6598765420714152e-05
('schwerer', 'häuslicher', 'gewalt')	1.6598765420714152e-05
('seine', 'frau', 'seine')	1.6598765420714152e-05
('sexualisierte', 'gewalt', 'ist')	1.6598765420714152e-05
('sind', 'besetzt', 'landeskriminalamt')	1.6598765420714152e-05
('sollen', 'opfer', 'häuslicher')	1.6598765420714152e-05
('steht', 'aussage', 'aussage')	1.6598765420714152e-05
('straftaten', 'häuslicher', 'gewalt')	1.6598765420714152e-05
('suchstichwörter', 'text', 'folgenden')	1.6598765420714152e-05
('text', 'folgenden', 'informationen')	1.6598765420714152e-05
('thema', 'aufmerksam', 'machen')	1.6598765420714152e-05
('tisches', 'häusliche', 'gewalt')	1.6598765420714152e-05
('versucht', 'mann', 'seine')	1.6598765420714152e-05
('vorwurfs', 'häuslicher', 'gewalt')	1.6598765420714152e-05
('wegen', 'ihres', 'geschlechts')	1.6598765420714152e-05
('wegen', 'versuchten', 'mordes')	1.6598765420714152e-05
